listing_id,neighborhood,rent,bedrooms,bathrooms,sqft,floor,year_built,in_unit_laundry,dishwasher,central_air,parking_included,gym_in_building,balcony,pets_allowed,heat_included,water_included,listing_description,review_1,review_2,review_3,click_through_rate
APT-1203,Dorchester,2323,2,2,921,6,1991,0,1,0,0,0,0,1,1,1,Well-maintained two-bedroom in a convenient Dorchester location. Eat-in kitchen with plenty of cabinet space. Roof deck with city views available to all residents.,One of the better apartments I've rented. modern finishes and neighbors are friendly.,Really enjoyed my time here. bay windows and the location is unbeatable.,Overpriced for what you get. the hallways are a bit run-down.,0.0303
APT-1204,Back Bay,4851,3,3,1328,1,1930,1,1,0,0,0,0,0,0,1,Spacious and bright three-bedroom with an open-concept layout. The living area is bathed in natural light from multiple exposures.,Lived here for two years and loved it. kitchen made a big difference day to day.,It was fine. closet space though the walls are thin.,Very happy with this place. courtyard is exactly what I was looking for.,0.0745
APT-1205,Back Bay,2944,1,1,759,4,1940,1,1,1,0,1,0,0,0,1,"Spacious and bright one-bedroom with an open-concept layout. Modern kitchen with sleek cabinetry, under-cabinet lighting, and high-end appliances. Bonus alcove works perfectly as a home office nook.",Really enjoyed my time here. quiet street and the location is unbeatable.,Really appreciated building amenities. The management fixed things quickly when needed.,Loved living here. The modern finishes was a huge plus and the neighborhood is fantastic.,0.0607
APT-1206,Back Bay,2966,1,1,763,2,1900,1,0,1,0,1,1,1,0,1,"Charming one-bedroom with original hardwood floors and updated kitchen. Chef's kitchen with gas range, stone countertops, and ample prep space. Easy access to major highways and downtown.",The listing was misleading. the buzzer system barely works and mold in the bathroom.,Great apartment. balcony view made it feel like home right away. Would definitely recommend.,Average experience overall. building amenities was nice but the bathroom could use an update.,0.0612
APT-1207,East Boston,1652,1,1,628,2,1972,0,0,1,0,0,1,1,0,0,Affordable one-bedroom in East Boston. Kitchen has basic appliances and adequate counter space.,The apartment looked better in photos. the hallways are a bit run-down was a constant frustration.,Had ongoing issues with mice in the building. Not worth the price.,Ended my lease early because of a broken intercom. Very frustrating experience.,0.0362
APT-1208,Charlestown,2172,1,1,590,1,1898,0,0,0,1,1,0,0,0,1,Well-maintained one-bedroom in a convenient Charlestown location. Nice afternoon light from the west-facing windows. Open floor plan is great for entertaining.,Mixed feelings. storage space but I wish the bathroom was newer.,Average experience overall. gym was nice but the street noise can be rough on weekends.,Lived here for two years and loved it. updated appliances made a big difference day to day.,0.057
APT-1209,Cambridge,4851,3,3,1056,3,1956,1,1,1,0,0,1,0,1,1,"Thoughtfully designed three-bedroom with premium finishes and abundant storage. Chef's kitchen with gas range, stone countertops, and ample prep space. Steps from great restaurants, coffee shops, and nightlife.","Lived here a year. central air. On the other hand, the closets are tiny.",Had a great experience. modern finishes and it's super walkable to everything.,Really appreciated renovated bathroom. The management fixed things quickly when needed.,0.0572
APT-1210,Charlestown,4388,4,4,1729,3,1880,0,0,0,0,0,0,0,0,1,four-bedroom in a quiet residential area of Charlestown. Windows in every room keep the space feeling bright. Built-in shelving and extra storage in the hallway.,Mixed feelings. layout but I wish management communicated more.,"Not bad, not amazing. bay windows is a plus. parking is a nightmare is a minus.",Overpriced for what you get. parking is a nightmare.,0.0534
APT-1211,Fenway,2572,1,1,688,2,1985,0,0,0,0,0,0,0,0,1,Solid one-bedroom close to shops and restaurants in Fenway. Nice afternoon light from the west-facing windows.,Adequate for the area. updated appliances. Could use some updates though.,Below average. the street noise can be rough on weekends and the building needs serious maintenance.,The apartment exceeded my expectations. hardwood floors and the building is well-run.,0.0835
APT-1212,Allston,1263,0,1,421,1,1963,1,1,1,1,1,0,1,0,1,Clean and bright studio available in Allston. Good natural light in the main living area.,"Clean, well-maintained, and kitchen. No complaints.",The listing was misleading. the buzzer system barely works and a broken intercom.,Adequate for the area. location. Could use some updates though.,0.0513
APT-1213,Charlestown,2261,1,1,742,5,1921,1,1,0,0,0,0,1,0,1,Spacious and bright one-bedroom with an open-concept layout. South-facing exposure brings in gorgeous natural light throughout. Quiet building with thick walls and good insulation.,The apartment exceeded my expectations. hardwood floors and the building is well-run.,Really appreciated central air. The management fixed things quickly when needed.,Lived here for two years and loved it. courtyard made a big difference day to day.,0.0555
APT-1214,Beacon Hill,5390,4,4,1690,1,1936,1,1,1,0,0,0,1,1,1,"Thoughtfully designed four-bedroom with premium finishes and abundant storage. Chef's kitchen with gas range, stone countertops, and ample prep space. Quiet tree-lined street but close to everything you need.",Average experience overall. quiet street was nice but the water pressure could be better.,Had a great experience. quiet street and it's super walkable to everything.,Great apartment. building amenities made it feel like home right away. Would definitely recommend.,0.0735
APT-1215,Brighton,1877,1,1,531,5,1956,1,0,1,1,0,0,1,0,1,Beautifully renovated one-bedroom with modern finishes throughout. Floor-to-ceiling windows flood the space with natural light all day.,Decent apartment for the price. natural light but the elevator is slow.,Really appreciated renovated bathroom. The management fixed things quickly when needed.,"Clean, well-maintained, and central air. No complaints.",0.0859
APT-1216,South End,4106,3,3,1144,4,2017,0,1,1,0,0,1,1,0,1,Sun-drenched three-bedroom featuring oversized windows and high ceilings. Floor-to-ceiling windows flood the space with natural light all day. Close to local farmers markets and community events.,Lived here for two years and loved it. high ceilings made a big difference day to day.,Great apartment. quiet street made it feel like home right away. Would definitely recommend.,Really enjoyed my time here. quiet street and the location is unbeatable.,0.0689
APT-1217,East Boston,2318,2,2,1117,2,1979,0,0,0,0,0,0,0,1,0,"two-bedroom in a quiet residential area of East Boston. Kitchen includes newer appliances and tile backsplash. Generous closet space throughout, including a walk-in in the primary bedroom.",Decent apartment for the price. location but the bathroom could use an update.,Overpriced for what you get. the water pressure could be better.,Reasonable place. high ceilings was nice. there's limited counter space was annoying at times.,0.0325
APT-1218,Back Bay,4073,3,3,1094,2,1895,1,0,0,0,1,0,0,1,1,"Gorgeous three-bedroom in a meticulously maintained brownstone. Modern kitchen with sleek cabinetry, under-cabinet lighting, and high-end appliances. Private outdoor space perfect for morning coffee.",My favorite apartment so far. storage space and the commute to downtown was easy.,"Clean, well-maintained, and balcony view. No complaints.",It served its purpose. gym but management could be more responsive.,0.0847
APT-1219,Fenway,1877,0,1,462,6,2003,0,1,0,0,0,0,0,1,1,Comfortable studio with updated appliances and good closet space. Windows in every room keep the space feeling bright.,"Lived here a year. storage space. On the other hand, the street noise can be rough on weekends.",Disappointing overall. there's limited counter space and management was slow to respond.,Lived here for two years and loved it. rooftop access made a big difference day to day.,0.065
APT-1220,Dorchester,2542,2,2,842,1,1946,0,1,1,1,1,0,1,0,0,Pleasant two-bedroom with a good layout and natural light. Good natural light in the main living area.,Decent apartment for the price. open floor plan but the bathroom could use an update.,The apartment looked better in photos. the buzzer system barely works was a constant frustration.,Below average. the kitchen is smaller than expected and the building needs serious maintenance.,0.0726
APT-1221,Somerville,3364,3,3,1465,4,1939,1,1,0,0,0,0,0,0,1,"Elegant three-bedroom offering a perfect blend of classic charm and modern convenience. The kitchen features granite countertops, stainless steel appliances, and a breakfast bar. Quiet tree-lined street but close to everything you need.",Really appreciated quiet street. The management fixed things quickly when needed.,"Clean, well-maintained, and modern finishes. No complaints.",Had a great experience. high ceilings and it's super walkable to everything.,0.0519
APT-1222,Charlestown,4670,4,4,1812,2,1922,0,1,1,0,0,0,0,1,1,"Charming four-bedroom with original hardwood floors and updated kitchen. Modern kitchen with sleek cabinetry, under-cabinet lighting, and high-end appliances. Surrounded by local shops, bakeries, and green space.",Would rent again in a heartbeat. kitchen and great vibes in the neighborhood.,Average experience overall. gym was nice but the walls are thin.,Loved living here. The courtyard was a huge plus and the neighborhood is fantastic.,0.0671
APT-1223,Somerville,2888,2,2,1026,1,1995,1,1,0,0,1,0,0,0,1,"Charming two-bedroom with original hardwood floors and updated kitchen. Chef's kitchen with gas range, stone countertops, and ample prep space. Secure building with on-site management.",Perfect for young professionals. kitchen and tons of good food nearby.,Perfect for young professionals. layout and tons of good food nearby.,Really enjoyed my time here. rooftop access and the location is unbeatable.,0.0724
APT-1224,Back Bay,3053,1,1,661,1,1883,1,1,1,0,0,0,0,1,1,"Gorgeous one-bedroom in a meticulously maintained brownstone. Chef's kitchen with gas range, stone countertops, and ample prep space.",Would rent again in a heartbeat. building amenities and great vibes in the neighborhood.,Solid place to live. location was better than expected. Management is responsive.,Average experience overall. quiet street was nice but the kitchen is smaller than expected.,0.0472
